login,repo_name,file_path,commit_message
tshoang,XMarking,E:/xtext_repos_clone_new\tshoang_XMarking\ac.soton.xmark.marking\src\ac\soton\xmark\marking\XMarking.xtext,Minor change to the XMarking grammar,Regenerate and renamed package
NSaitoNmiri,toppers_cfg_xtext,E:/xtext_repos_clone_new\NSaitoNmiri_toppers_cfg_xtext\jp.toppers.cfg.parent\jp.toppers.cfg\src\jp\toppers\cfg\Cfg.xtext,"add a include C-preprosessor directives (in the form of  #include ""foo"" )","add a part of ""#include"" C-preprosessor directives",change file structure of project
osarenogae,fault_trees_textual_editor,E:/xtext_repos_clone_new\osarenogae_fault_trees_textual_editor\org.osarenogae.fta\model\generated\FaultTree.ecore,First Commit
osarenogae,fault_trees_textual_editor,E:/xtext_repos_clone_new\osarenogae_fault_trees_textual_editor\org.osarenogae.fta\src\org\osarenogae\fta\FaultTree.xtext,Adding code documentation to Grammar Specification,First Commit
metafacture,metafacture-flux,E:/xtext_repos_clone_new\metafacture_metafacture-flux\org.metafacture.flux\src\main\java\org\metafacture\Flux.xtext,Add checkstyle and editorconfig and do some refactoring resolving check failures.,Add XText project and vscode extention for flux.
kecksk0enig,vuc-xtext,E:/xtext_repos_clone_new\kecksk0enig_vuc-xtext\de.grewe.vuc\model\generated\Mgpl.ecore,nearly complete,nanananana,Init
kecksk0enig,vuc-xtext,E:/xtext_repos_clone_new\kecksk0enig_vuc-xtext\de.grewe.vuc\src\de\grewe\vuc\Mgpl.xtext,nearly complete,nanananana,Init
kecksk0enig,vuc-xtext,E:/xtext_repos_clone_new\kecksk0enig_vuc-xtext\de.grewe.vuc.ui\a.mgpl,Init
ooaa30,Wail,E:/xtext_repos_clone_new\ooaa30_Wail\org.xtext.wesnoth.wail\model\generated\Wail.ecore,commit of all finished items
ooaa30,Wail,E:/xtext_repos_clone_new\ooaa30_Wail\org.xtext.wesnoth.wail\src\org\xtext\wesnoth\Wail.xtext,commit of all finished items
rainerschuster,jdl-ide,E:/xtext_repos_clone_new\rainerschuster_jdl-ide\com.rainerschuster.jdl\src\com\rainerschuster\jdl\Jdl.xtext,Renamed grammar from JdlDsl to Jdl.
HBuender,Aim42Visualizer,E:/xtext_repos_clone_new\HBuender_Aim42Visualizer\de.itemis.iac\src\de\itemis\iac\IACDSL.xtext,First version visualization,Grammar enhancements and first tests,Initial DSL commit
adautofbn,pascal-xtext,E:/xtext_repos_clone_new\adautofbn_pascal-xtext\edu.ufcg.compiladores.pascal\model\generated\Pascal.ecore,relational expression,atrib and expressions,program rule and var scope declaration,project structure
adautofbn,pascal-xtext,E:/xtext_repos_clone_new\adautofbn_pascal-xtext\edu.ufcg.compiladores.pascal\src\edu\ufcg\compiladores\pascal\Pascal.xtext,relational expression,atrib and expressions,program rule and var scope declaration,project structure
adautofbn,pascal-xtext,E:/xtext_repos_clone_new\adautofbn_pascal-xtext\edu.ufcg.compiladores.pascal\target\classes\edu\ufcg\compiladores\pascal\Pascal.xtext,relational expression,atrib and expressions,program rule and var scope declaration,project structure
bogdanvuk,xrst,E:/xtext_repos_clone_new\bogdanvuk_xrst\rs.demsys.rst\model\generated\Rst.ecore,Initial commit
bogdanvuk,xrst,E:/xtext_repos_clone_new\bogdanvuk_xrst\rs.demsys.rst\src\rs\demsys\rst\Rst.xtext,Initial commit
bogdanvuk,xrst,E:/xtext_repos_clone_new\bogdanvuk_xrst\rs.demsys.rst.bib\model\generated\Bib.ecore,Initial commit
bogdanvuk,xrst,E:/xtext_repos_clone_new\bogdanvuk_xrst\rs.demsys.rst.bib\src\rs\demsys\rst\Bib.xtext,Initial commit
nakul02,sysml.dml,E:/xtext_repos_clone_new\nakul02_sysml.dml\sysml.dml\model\generated\Dml.ecore,Committing all files. Will cleanup later.
nakul02,sysml.dml,E:/xtext_repos_clone_new\nakul02_sysml.dml\sysml.dml\src\sysml\Dml.xtext,Fixed grammar for 'externalFunction' stmnt and types.,Initial Import.
nakul02,sysml.dml,E:/xtext_repos_clone_new\nakul02_sysml.dml\sysml.dml\target\classes\sysml\Dml.xtext,Fixed grammar for 'externalFunction' stmnt and types.,Initial Import.
matheuslenke,Xtext-UML,E:/xtext_repos_clone_new\matheuslenke_Xtext-UML\br.ufes.mdd.umltextual\model\generated\UmlTextual.ecore,Final adjustments for QualifiedName,UML Textual done,More validations done,First validation rule working,Gramatica base pronta até casos de uso,First commit
matheuslenke,Xtext-UML,E:/xtext_repos_clone_new\matheuslenke_Xtext-UML\br.ufes.mdd.umltextual\src\br\ufes\mdd\umltextual\ClassDiagram.xtext,UML Textual done
matheuslenke,Xtext-UML,E:/xtext_repos_clone_new\matheuslenke_Xtext-UML\br.ufes.mdd.umltextual\src\br\ufes\mdd\umltextual\PackageDiagram.xtext,Final adjustments for QualifiedName,UML Textual done
matheuslenke,Xtext-UML,E:/xtext_repos_clone_new\matheuslenke_Xtext-UML\br.ufes.mdd.umltextual\src\br\ufes\mdd\umltextual\UmlTextual.xtext,Grammar Finished,Final adjustments for QualifiedName,UML Textual done,More validations done,First validation rule working,little changes,Gramatica base pronta até casos de uso,First commit
matheuslenke,Xtext-UML,E:/xtext_repos_clone_new\matheuslenke_Xtext-UML\br.ufes.mdd.umltextual\src\br\ufes\mdd\umltextual\UseCaseDiagram.xtext,UML Textual done
EricssonPlant,plantuml-xtext-light,E:/xtext_repos_clone_new\EricssonPlant_plantuml-xtext-light\Plantuml.xtext,Updated Plantuml.xtext grammar file,Added rule for autonumber,Added files
alexwatts,xtext-j2ee-dsl,E:/xtext_repos_clone_new\alexwatts_xtext-j2ee-dsl\accessdsl-xtext\accessdsl\src\accessdsl\AccessDsl.xtext,More changes to streamline demo,Finished enironment example preparation.,Added generation templates for persiste and assosiate syntax,"Added syntax for inserts, associations, updates and deletes to AccessDSL",Initial Project Commit
alexwatts,xtext-j2ee-dsl,E:/xtext_repos_clone_new\alexwatts_xtext-j2ee-dsl\accessdsl-xtext\accessdsl\target\classes\accessdsl\AccessDsl.xtext
alexwatts,xtext-j2ee-dsl,E:/xtext_repos_clone_new\alexwatts_xtext-j2ee-dsl\jpadsl-xtext\jpadsl\src\jpadsl\JPADsl.xtext,Made a lot of fixes to generation templates for compilation,Initial Project Commit
alexwatts,xtext-j2ee-dsl,E:/xtext_repos_clone_new\alexwatts_xtext-j2ee-dsl\jpadsl-xtext\jpadsl\target\classes\jpadsl\JPADsl.xtext
alexwatts,xtext-j2ee-dsl,E:/xtext_repos_clone_new\alexwatts_xtext-j2ee-dsl\jpaqldsl-xtext\jpaqldsl\src\jpaqldsl\JPAQLDsl.xtext,Stabalised everything. Test harness project working for new entities and queries,Made a lot of fixes to generation templates for compilation,Initial Project Commit
alexwatts,xtext-j2ee-dsl,E:/xtext_repos_clone_new\alexwatts_xtext-j2ee-dsl\jpaqldsl-xtext\jpaqldsl\target\classes\jpaqldsl\JPAQLDsl.xtext
alexwatts,xtext-j2ee-dsl,E:/xtext_repos_clone_new\alexwatts_xtext-j2ee-dsl\workflowdsl-xtext\workflowdsl\src\workflowdsl\WorkflowDsl.xtext,Added the workflow
alexwatts,xtext-j2ee-dsl,E:/xtext_repos_clone_new\alexwatts_xtext-j2ee-dsl\workflowdsl-xtext\workflowdsl\target\classes\workflowdsl\WorkflowDsl.xtext
oyse,jetson,E:/xtext_repos_clone_new\oyse_jetson\org.dadacoalition.jetson\src\org\dadacoalition\Json.xtext,Added some transformations to the outline view,Initial commit.
oyse,jetson,E:/xtext_repos_clone_new\oyse_jetson\org.dadacoalition.jetson\test-files\large-singleline.json,Added some transformations to the outline view
oyse,jetson,E:/xtext_repos_clone_new\oyse_jetson\org.dadacoalition.jetson\test-files\large.json,Added some transformations to the outline view
oyse,jetson,E:/xtext_repos_clone_new\oyse_jetson\org.dadacoalition.jetson\test-files\test1.json,"Some changes to the outline view, but does not work :(",Added some transformations to the outline view,Initial commit.
oyse,jetson,E:/xtext_repos_clone_new\oyse_jetson\org.dadacoalition.jetson\test-files\test2.json,"Some changes to the outline view, but does not work :("
oyse,jetson,E:/xtext_repos_clone_new\oyse_jetson\org.dadacoalition.jetson\test-files\test3.json,"Some changes to the outline view, but does not work :("
evansnicholas,yaxpath,E:/xtext_repos_clone_new\evansnicholas_yaxpath\org.xtext.example.xpath\model\generated\XPath.ecore,Grammar improvements (better object creation). Started supported for value comparisons in predicate expressions.,Added support for querying text nodes with text().,Improved grammar: less unnecessary object creation.  Added support for simple predicates in code generation.,Improved code gen: Added support for attribute searches.,Added better support for QNames in grammar (prefixed and unprefixed).  Improved code generation: simple path expressions can now be compiled.,Improved grammar and started code generation for path expressions.,First commit of XPath2 parser and Xtext projects.
evansnicholas,yaxpath,E:/xtext_repos_clone_new\evansnicholas_yaxpath\org.xtext.example.xpath\src\org\xtext\example\xpath\XPath.xtext,Grammar improvements (better object creation). Started supported for value comparisons in predicate expressions.,Added support for querying text nodes with text().,Improved grammar: less unnecessary object creation.  Added support for simple predicates in code generation.,Improved code gen: Added support for attribute searches.,Added better support for QNames in grammar (prefixed and unprefixed).  Improved code generation: simple path expressions can now be compiled.,Improved grammar and started code generation for path expressions.,Just testing...,First commit of XPath2 parser and Xtext projects.
jonaslagoni,JSON-Schema-to-internal-DSL,E:/xtext_repos_clone_new\jonaslagoni_JSON-Schema-to-internal-DSL\examples\Test case\src\test.json,Added test example.
jonaslagoni,JSON-Schema-to-internal-DSL,E:/xtext_repos_clone_new\jonaslagoni_JSON-Schema-to-internal-DSL\org.xtext.json.schema\model\generated\Draft7.ecore,"Fixed x,y,z",Updated generator,Fixed schema.,Added initial version of all properties for JSON schema draft 7,Removed gen folders,Added further types.,Added initial code.
jonaslagoni,JSON-Schema-to-internal-DSL,E:/xtext_repos_clone_new\jonaslagoni_JSON-Schema-to-internal-DSL\org.xtext.json.schema\src\org\xtext\json\schema\Draft7.xtext,Added more features,"Fixed x,y,z",Updated generator,Fixed schema.,Added initial version of all properties for JSON schema draft 7,Removed gen folders,Added further types.,Added initial code.
Vallenstein,xtext_web,E:/xtext_repos_clone_new\Vallenstein_xtext_web\org.xtext.example.landingpagedsl\model\generated\LPDSL.ecore,prettier resume,done,code gen,added another validation.. i guess,"validation rule fixed for 1 body/headre/footer, made image/url rule work",added stuff
Vallenstein,xtext_web,E:/xtext_repos_clone_new\Vallenstein_xtext_web\org.xtext.example.landingpagedsl\src\org\xtext\example\landingpagedsl\LPDSL.xtext,"final version, to be handed in",prettier resume,done,code gen,WORKS,"validation rule fixed for 1 body/headre/footer, made image/url rule work",added stuff,xtext proj setup
nkonev,CalcXtext,E:/xtext_repos_clone_new\nkonev_CalcXtext\arithmetic-testbench\src\one.calc,+= one.calc slave eclipse project
nkonev,CalcXtext,E:/xtext_repos_clone_new\nkonev_CalcXtext\org.eclipse.xtext.example.arithmetics\src\org\eclipse\xtext\example\arithmetics\Arithmetics.xtext,initial commit
casino-mdd,DSL,E:/xtext_repos_clone_new\casino-mdd_DSL\Instance\src\casinoDomain.dsl,Fix: modules directory in front branch,fix createAt dataType,Tech backend xText,integration of react model,domain model modified,architecture and its instance ready,include arch and tech in main DSL,domain model modified,domain complete,First version for Domain,domain dsl
casino-mdd,DSL,E:/xtext_repos_clone_new\casino-mdd_DSL\org.xtext.casino.dsl\model\generated\Dsl.ecore,fix,Tech backend xText,integration of react model,domain model modified,architecture and its instance ready,include arch and tech in main DSL,domain model modified,domain complete,First version for Domain,domain dsl
casino-mdd,DSL,E:/xtext_repos_clone_new\casino-mdd_DSL\org.xtext.casino.dsl\src\org\xtext\casino\dsl\Dsl.xtext,fix again,fix,dsl updated with properties,Fix AbstractMethodBack,Tech backend xText,integration of react model,domain model modified,architecture and its instance ready,include arch and tech in main DSL,domain model modified,domain complete,First version for Domain,domain dsl,initial commit
fayssalElAnsari,Kotlin-Meta-Model,E:/xtext_repos_clone_new\fayssalElAnsari_Kotlin-Meta-Model\examples\functionModel.kt,seperation of power & primitive types program introduction for functions
fayssalElAnsari,Kotlin-Meta-Model,E:/xtext_repos_clone_new\fayssalElAnsari_Kotlin-Meta-Model\Kotlin - Model Files\KotlinMetaModel\model\kotlinMetaModel.ecore,deleted an attribute that is for now useless + Function model looks prettier,variables done :anchor:,function parameter should be a variable declaration,"functiono declaration done, function call needs parameters values",variables done :anchor:,WIP: checkpoint :checkered_flag:,packaging done :anchor:,started working on packages,Functions have return type and their parameters have type also,how to add parameter type :question:,what is a function in kotlin :question:,seperation of power & primitive types program introduction for functions,starting functions and types,seperation of kotlinProgramModel and commentModel,comments done :anchor:,bordel :rage1:,single line comment could have many lines,new model just dropped
fayssalElAnsari,Kotlin-Meta-Model,E:/xtext_repos_clone_new\fayssalElAnsari_Kotlin-Meta-Model\Kotlin - Model Files\org.xtext.example.mydsl\examples\comments.kt
fayssalElAnsari,Kotlin-Meta-Model,E:/xtext_repos_clone_new\fayssalElAnsari_Kotlin-Meta-Model\Kotlin - Model Files\org.xtext.example.mydsl\examples\functionModel.kt
fayssalElAnsari,Kotlin-Meta-Model,E:/xtext_repos_clone_new\fayssalElAnsari_Kotlin-Meta-Model\Kotlin - Model Files\org.xtext.example.mydsl\examples\testForExec.kt
fayssalElAnsari,Kotlin-Meta-Model,E:/xtext_repos_clone_new\fayssalElAnsari_Kotlin-Meta-Model\Kotlin - Model Files\org.xtext.example.mydsl\src\org\xtext\example\mydsl\MyDsl.xtext,xtext fixed error can't open .kt file
fayssalElAnsari,Kotlin-Meta-Model,E:/xtext_repos_clone_new\fayssalElAnsari_Kotlin-Meta-Model\runtime-EclipseApplication\KotlinModel\main\comments.kt,xtext fixed error can't open .kt file
fayssalElAnsari,Kotlin-Meta-Model,E:/xtext_repos_clone_new\fayssalElAnsari_Kotlin-Meta-Model\runtime-EclipseApplication\KotlinModel\main\testForExec.kt,:anchor:  added .kt files execution (right click->kotlin model -> execute),added menu to execute .kt file (unhandeled)
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\at.jku.se.dbml\model\generated\DBML.ecore,First Commit
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\at.jku.se.dbml\src\at\jku\se\dbml\DBML.xtext,First Commit
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Akaunting.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Attendize.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\BookStack.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\BuddyPress.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Cabot.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\cachet.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Canvas.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Chatwoot.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Comfortable Mexican Sofa.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Deployer.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Diaspora.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\DJ Paypal.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Django CMS Bootstrap 4.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Django Filer.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Django.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Feedbin.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Flarum.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Handesk.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\HealthCheck.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Homeland.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\koel.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\laravel io.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Laravel Spark.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Laravel Stats Tracker.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Lobsters.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\monica.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\October CMS.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Octobox.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Orchid.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Pixelfed.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Pythonic News.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\RefineryCMS.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\SaaS Pegasus.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Snipe-IT.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Staytus.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Sylius.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\ticketit.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Timegrid.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Unified Transform.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\UserFrosting.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Voyager.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\Wagtail.dbml,Dataset added
lowcomote,DBML-to-ER,E:/xtext_repos_clone_new\lowcomote_DBML-to-ER\Dataset\DBML\wordpress.dbml,Dataset added
agentlab,PowerLoomDSL,E:/xtext_repos_clone_new\agentlab_PowerLoomDSL\examples\ru.agentlab.powerloom.dsl.example\definition-syntax.plm,Compiles and runs within Eclipse IDE
agentlab,PowerLoomDSL,E:/xtext_repos_clone_new\agentlab_PowerLoomDSL\examples\ru.agentlab.powerloom.dsl.example\meta-relations.plm,Compiles and runs within Eclipse IDE
agentlab,PowerLoomDSL,E:/xtext_repos_clone_new\agentlab_PowerLoomDSL\examples\ru.agentlab.powerloom.dsl.example\negation.plm,Compiles and runs within Eclipse IDE
agentlab,PowerLoomDSL,E:/xtext_repos_clone_new\agentlab_PowerLoomDSL\examples\ru.agentlab.powerloom.dsl.example\rcc5.plm,Compiles and runs within Eclipse IDE
agentlab,PowerLoomDSL,E:/xtext_repos_clone_new\agentlab_PowerLoomDSL\examples\ru.agentlab.powerloom.dsl.example\rcc8.plm,Compiles and runs within Eclipse IDE
agentlab,PowerLoomDSL,E:/xtext_repos_clone_new\agentlab_PowerLoomDSL\examples\ru.agentlab.powerloom.dsl.example\iso-src\ISO15926part2.plm,Compiles and runs within Eclipse IDE
agentlab,PowerLoomDSL,E:/xtext_repos_clone_new\agentlab_PowerLoomDSL\examples\ru.agentlab.powerloom.dsl.example\iso-src\LOGIC.plm,Compiles and runs within Eclipse IDE
agentlab,PowerLoomDSL,E:/xtext_repos_clone_new\agentlab_PowerLoomDSL\examples\ru.agentlab.powerloom.dsl.example\iso-src\PL-KERNEL.plm,Compiles and runs within Eclipse IDE
agentlab,PowerLoomDSL,E:/xtext_repos_clone_new\agentlab_PowerLoomDSL\examples\ru.agentlab.powerloom.dsl.example\iso-src\PL-USER.plm,Compiles and runs within Eclipse IDE
agentlab,PowerLoomDSL,E:/xtext_repos_clone_new\agentlab_PowerLoomDSL\examples\ru.agentlab.powerloom.dsl.example\iso-src\STELLA.plm,Compiles and runs within Eclipse IDE
agentlab,PowerLoomDSL,E:/xtext_repos_clone_new\agentlab_PowerLoomDSL\plugins\ru.agentlab.powerloom.dsl\model\generated\PowerloomDsl.ecore,Compiles and runs within Eclipse IDE
agentlab,PowerLoomDSL,E:/xtext_repos_clone_new\agentlab_PowerLoomDSL\plugins\ru.agentlab.powerloom.dsl\src\ru\agentlab\powerloom\dsl\PowerloomDsl.xtext,Compiles and runs within Eclipse IDE
Virtlink,paplj-xtext,E:/xtext_repos_clone_new\Virtlink_paplj-xtext\org.metaborg.paplj.parent\org.metaborg.paplj\model\generated\Paplj.ecore,Add generated files
Virtlink,paplj-xtext,E:/xtext_repos_clone_new\Virtlink_paplj-xtext\org.metaborg.paplj.parent\org.metaborg.paplj\papljlib\paplj\lang\mainlib.pj,Add common Object super type,Remove top-level directory
Virtlink,paplj-xtext,E:/xtext_repos_clone_new\Virtlink_paplj-xtext\org.metaborg.paplj.parent\org.metaborg.paplj\src\org\metaborg\paplj\Paplj.xtext,Remove top-level directory
Virtlink,paplj-xtext,E:/xtext_repos_clone_new\Virtlink_paplj-xtext\org.metaborg.paplj.parent\org.metaborg.paplj\target\classes\org\metaborg\paplj\Paplj.xtext
Virtlink,paplj-xtext,E:/xtext_repos_clone_new\Virtlink_paplj-xtext\org.metaborg.paplj.parent\org.metaborg.paplj\target\classes\paplj\lang\mainlib.pj
claudenirmf,TPTP-Editor,E:/xtext_repos_clone_new\claudenirmf_TPTP-Editor\it.unibz.inf.tptp.parent\it.unibz.inf.tptp\model\generated\TPTP.ecore,Refactoring and Manual Repository Generation,Refactoring
claudenirmf,TPTP-Editor,E:/xtext_repos_clone_new\claudenirmf_TPTP-Editor\it.unibz.inf.tptp.parent\it.unibz.inf.tptp\src\it\unibz\inf\tptp\TPTP.xtext,Refactoring and Manual Repository Generation,Refactoring
UnBCIC-TP2,Oberon-XText,E:/xtext_repos_clone_new\UnBCIC-TP2_Oberon-XText\org.unb.grupo10.oberon\model\generated\Oberon.ecore,Trabalho grupo 10
UnBCIC-TP2,Oberon-XText,E:/xtext_repos_clone_new\UnBCIC-TP2_Oberon-XText\org.unb.grupo10.oberon\src\org\unb\grupo10\oberon\Oberon.xtext,Trabalho grupo 10
UnBCIC-TP2,Oberon-XText,E:/xtext_repos_clone_new\UnBCIC-TP2_Oberon-XText\org.unb.grupo10.oberon.tests\testes\ArrayAssignmentStmt01.oberon,Trabalho grupo 10
UnBCIC-TP2,Oberon-XText,E:/xtext_repos_clone_new\UnBCIC-TP2_Oberon-XText\org.unb.grupo10.oberon.tests\testes\ArrayAssignmentStmt02.oberon,Trabalho grupo 10
UnBCIC-TP2,Oberon-XText,E:/xtext_repos_clone_new\UnBCIC-TP2_Oberon-XText\org.unb.grupo10.oberon.tests\testes\ArrayAssignmentStmt03.oberon,Trabalho grupo 10
UnBCIC-TP2,Oberon-XText,E:/xtext_repos_clone_new\UnBCIC-TP2_Oberon-XText\org.unb.grupo10.oberon.tests\testes\ArrayAssignmentStmt04.oberon,Trabalho grupo 10
UnBCIC-TP2,Oberon-XText,E:/xtext_repos_clone_new\UnBCIC-TP2_Oberon-XText\org.unb.grupo10.oberon.tests\testes\ArrayAssignmentStmt05.oberon,Trabalho grupo 10
UnBCIC-TP2,Oberon-XText,E:/xtext_repos_clone_new\UnBCIC-TP2_Oberon-XText\org.unb.grupo10.oberon.tests\testes\arrayIndex01.oberon,Trabalho grupo 10
UnBCIC-TP2,Oberon-XText,E:/xtext_repos_clone_new\UnBCIC-TP2_Oberon-XText\org.unb.grupo10.oberon.tests\testes\arrayIndex02.oberon,Trabalho grupo 10
UnBCIC-TP2,Oberon-XText,E:/xtext_repos_clone_new\UnBCIC-TP2_Oberon-XText\org.unb.grupo10.oberon.tests\testes\arrayIndex03.oberon,Trabalho grupo 10
UnBCIC-TP2,Oberon-XText,E:/xtext_repos_clone_new\UnBCIC-TP2_Oberon-XText\org.unb.grupo10.oberon.tests\testes\ExpressionNameParser1.oberon,Trabalho grupo 10
UnBCIC-TP2,Oberon-XText,E:/xtext_repos_clone_new\UnBCIC-TP2_Oberon-XText\org.unb.grupo10.oberon.tests\testes\ExpressionNameParser2.oberon,Trabalho grupo 10
UnBCIC-TP2,Oberon-XText,E:/xtext_repos_clone_new\UnBCIC-TP2_Oberon-XText\org.unb.grupo10.oberon.tests\testes\ExpressionNameParser3.oberon,Trabalho grupo 10
UnBCIC-TP2,Oberon-XText,E:/xtext_repos_clone_new\UnBCIC-TP2_Oberon-XText\org.unb.grupo10.oberon.tests\testes\ExpressionNameParser4.oberon,Trabalho grupo 10
UnBCIC-TP2,Oberon-XText,E:/xtext_repos_clone_new\UnBCIC-TP2_Oberon-XText\org.unb.grupo10.oberon.tests\testes\ExpressionNameParser5.oberon,Trabalho grupo 10
UnBCIC-TP2,Oberon-XText,E:/xtext_repos_clone_new\UnBCIC-TP2_Oberon-XText\org.unb.grupo10.oberon.tests\testes\IfElseIfStmt01.oberon,Trabalho grupo 10
UnBCIC-TP2,Oberon-XText,E:/xtext_repos_clone_new\UnBCIC-TP2_Oberon-XText\org.unb.grupo10.oberon.tests\testes\IfElseIfStmt02.oberon,Trabalho grupo 10
UnBCIC-TP2,Oberon-XText,E:/xtext_repos_clone_new\UnBCIC-TP2_Oberon-XText\org.unb.grupo10.oberon.tests\testes\IfElseIfStmt03.oberon,Trabalho grupo 10
UnBCIC-TP2,Oberon-XText,E:/xtext_repos_clone_new\UnBCIC-TP2_Oberon-XText\org.unb.grupo10.oberon.tests\testes\IfElseIfStmt04.oberon,Trabalho grupo 10
